,volume,volumeNotional,close,tradesDone,open,date,low,high
13,11146.728411514196,170373887.93635827,15284.654083826765,54447.0,14854.942540960932,2018-01-03 04:00:00+00:00,14853.643875948897,15426.351861375073
14,15290.589680923495,228427805.8810066,14939.1103056014,78966.0,15282.89800902114,2018-01-03 08:00:00+00:00,14516.202210567491,15337.19324352123
15,12186.319993496098,183850757.42988837,15086.651058564888,68540.0,14865.311015492545,2018-01-03 12:00:00+00:00,14535.138706429872,15093.00780377219
16,14727.451821496896,217300053.1434643,14754.762451592795,70785.0,15083.244283530152,2018-01-03 16:00:00+00:00,14733.890471321662,15225.573959605787
17,13572.717835179099,205437785.3616895,15136.083123250064,73020.0,14749.75419440829,2018-01-03 20:00:00+00:00,14723.59890067668,15165.951689572095
18,17513.965134809798,263969463.70020124,15071.941828612527,77475.0,15134.747751349589,2018-01-04 00:00:00+00:00,14966.527662763196,15425.415380047185
19,12784.797785620798,189422586.04374838,14816.236378552192,71451.0,15071.777970167313,2018-01-04 04:00:00+00:00,14747.926797148228,15077.882930591117
20,17355.09455625999,252319632.24052587,14538.649237696838,94351.0,14817.751052763257,2018-01-04 08:00:00+00:00,14097.530168756637,14872.007420492742
21,15548.206470890002,225248966.873807,14487.13504644587,81314.0,14689.691912238244,2018-01-04 12:00:00+00:00,14334.624867961697,14731.217497732778
22,15646.993061980023,234342084.6172304,14976.812713405521,87869.0,14794.867649894491,2018-01-04 16:00:00+00:00,14533.15922390496,15051.840039656712
23,13223.958143709997,200458679.37508202,15158.750292205863,72342.0,14983.544151924596,2018-01-04 20:00:00+00:00,14784.58297383871,15195.858420992427
24,9455.785011409997,141167635.2262015,14929.23486054928,61423.0,15159.917454670627,2018-01-05 00:00:00+00:00,14894.885079766544,15198.475413735729
25,8470.584942859998,126511657.62664044,14935.4098306138,56085.0,14931.234967773617,2018-01-05 04:00:00+00:00,14763.81738367907,15062.815541785112
26,28989.42126814999,466028101.4147008,16075.79872340243,114177.0,14934.374416991961,2018-01-05 08:00:00+00:00,14912.72659869083,16221.673051062344
27,12307.147817889996,197460243.30973172,16044.354567895763,63625.0,16084.090606590944,2018-01-05 12:00:00+00:00,15766.902863926109,16140.092475912348
28,21969.809307599993,361315725.726924,16446.01100847673,110780.0,16043.80067063289,2018-01-05 16:00:00+00:00,16036.253765792799,16621.4230486664
29,17718.051994329995,299872018.7632426,16924.66072789523,86340.0,16447.007435900974,2018-01-05 20:00:00+00:00,16301.108013282179,17115.391924190593
30,12127.210121999997,200951019.55952024,16570.259568189933,66876.0,16924.495301921947,2018-01-06 00:00:00+00:00,16520.008759437707,17077.72994521283
31,8898.052395309996,146901976.50294936,16509.452852893824,52561.0,16573.2258238399,2018-01-06 04:00:00+00:00,16357.563968373435,16714.15862233799
32,7546.165783169998,124717347.9344381,16527.247282665285,44883.0,16511.46571664014,2018-01-06 08:00:00+00:00,16297.47935577328,16730.454833470896
33,8476.333948399999,140831612.86247477,16614.684334028425,53304.0,16517.39321303028,2018-01-06 12:00:00+00:00,16238.473381084574,16679.468916845464
34,8801.184210179998,147353398.36750066,16742.451339339375,54084.0,16613.9287877844,2018-01-06 16:00:00+00:00,16552.319863410525,16997.531063579718
35,12703.149533689999,217832764.09112895,17147.93355092098,56591.0,16737.93612462944,2018-01-06 20:00:00+00:00,16699.298240898523,17503.218077726902
36,8797.532201129998,147194383.79738694,16731.326516597528,47919.0,17152.29462480654,2018-01-07 00:00:00+00:00,16620.47971705047,17166.801223903887
37,8315.895095779999,139181566.90706572,16736.81128778249,50331.0,16727.696287245508,2018-01-07 04:00:00+00:00,16392.44402648205,16819.108167083672
38,4755.502224569998,79039260.9767997,16620.59173654294,32714.0,16743.90656089703,2018-01-07 08:00:00+00:00,16614.90653778324,16899.186169418856
39,7501.514481939998,123569491.52034181,16472.605874165423,46113.0,16624.53429202657,2018-01-07 12:00:00+00:00,16334.830322282438,16654.892925605534
40,17414.881639749998,280756304.9461305,16121.631530661436,76089.0,16471.483219165028,2018-01-07 16:00:00+00:00,15717.539558823548,16487.28666756145
41,7020.225357179997,113617566.43570873,16184.318971969376,43922.0,16125.795913294764,2018-01-07 20:00:00+00:00,15964.964394900539,16496.19468956917
42,14248.121147419995,222635997.04443678,15625.638969580983,66166.0,16193.075246337981,2018-01-08 00:00:00+00:00,15506.30691180354,16310.01366828704
43,8218.637613579998,130471570.82155287,15875.08501481672,46880.0,15626.211456419238,2018-01-08 04:00:00+00:00,15523.97168966185,15962.619289867302
44,14264.353834229998,220908979.75105906,15486.784912818584,70320.0,15877.853460900156,2018-01-08 08:00:00+00:00,15125.172912423955,15894.70098558955
45,36858.73329265999,531764200.18853086,14427.088309473344,132456.0,15489.748960339148,2018-01-08 12:00:00+00:00,13672.607152194192,15532.27801584324
46,15891.776553459993,239820894.1681388,15090.88007633259,64584.0,14417.531210710073,2018-01-08 16:00:00+00:00,14366.99129267368,15129.150762050791
47,12851.132278619998,191741071.99948898,14920.169510548283,50957.0,15092.769602916656,2018-01-08 20:00:00+00:00,14434.562928843552,15154.442102710185
48,9147.215603039998,139345756.94124907,15233.68016983646,43802.0,14923.458039324109,2018-01-09 00:00:00+00:00,14808.308572340637,15360.332201758772
49,10066.608100119996,152421919.5454039,15141.338376288531,49567.0,15234.532767419056,2018-01-09 04:00:00+00:00,14772.750026697307,15355.589363848898
50,11947.874340630002,176633633.38685912,14783.686901208686,61365.0,15140.823582779296,2018-01-09 08:00:00+00:00,14415.710074284832,15289.141566563749
51,21111.053331159997,310018315.0527148,14685.118273806196,83396.0,14779.914877703195,2018-01-09 12:00:00+00:00,14133.302801346776,14882.406495692372
52,10438.349419309998,153760439.05235878,14730.34029383189,52091.0,14683.34134766893,2018-01-09 16:00:00+00:00,14586.426595783765,14998.666429962197
53,12733.843477849996,183706132.89373463,14426.605228286653,65528.0,14721.734868426174,2018-01-09 20:00:00+00:00,14176.67403357462,14809.110849441051
54,15686.93916364,221150750.59319708,14097.763004384677,70535.0,14430.643647179466,2018-01-10 00:00:00+00:00,13878.770437673362,14486.700023729849
55,12616.748006939997,177780652.97865298,14090.8459835183,66819.0,14096.174392770276,2018-01-10 04:00:00+00:00,14010.784239454171,14386.046438719968
56,25148.20375859001,352782975.2921958,14028.157982126011,106659.0,14284.031814962851,2018-01-10 08:00:00+00:00,13377.193293805261,14294.564576710452
57,22358.982262389996,320988288.99243164,14356.12252943934,81475.0,14024.921188440392,2018-01-10 12:00:00+00:00,13549.534900970502,14547.724708081067
58,15562.803884230001,223404888.94852588,14355.05392282846,63001.0,14363.241288512743,2018-01-10 16:00:00+00:00,14264.599688303024,14692.951316258439
59,9323.873754729997,138844052.27418065,14891.241122151092,44703.0,14352.23953531257,2018-01-10 20:00:00+00:00,14232.680214437076,14902.80655962029
60,18878.919662469994,250146378.00290596,13250.036679809593,73130.0,14895.040919406518,2018-01-11 00:00:00+00:00,13024.197643107625,14986.288357895566
61,31857.355632311992,432101136.9087705,13563.622225772651,112459.0,13239.390681451108,2018-01-11 04:00:00+00:00,12652.524810383366,13630.56373478279
62,15825.635934460597,213213832.02023208,13472.686526040654,66075.0,13557.978420205378,2018-01-11 08:00:00+00:00,13128.864731773088,13835.064787705136
63,19083.0950376874,266437106.6875833,13961.944127060833,81288.0,13469.27704782811,2018-01-11 12:00:00+00:00,13447.312253641912,14253.318495434836
64,12101.407189248595,162044387.650344,13390.540878114665,58877.0,13961.619702471155,2018-01-11 16:00:00+00:00,13207.335772390026,14181.039010883098
65,15345.833966639997,203204310.63060376,13241.659662964266,64097.0,13384.919850872579,2018-01-11 20:00:00+00:00,12867.321568409665,13592.336200156637
66,12293.164788399998,167509778.98415932,13626.253439815913,57043.0,13253.273022318097,2018-01-12 00:00:00+00:00,12749.977942118907,13710.661495355733
67,9839.655927119999,134138472.98918627,13632.435319153248,48937.0,13623.052318592318,2018-01-12 04:00:00+00:00,13389.895141035277,13795.870402030221
68,13256.71474603,184926695.5585649,13949.662424013843,57150.0,13630.362057983633,2018-01-12 08:00:00+00:00,13325.71079450299,14116.263058687577
69,12516.6587838,170446263.1858166,13617.552905286588,57332.0,13950.892020731657,2018-01-12 12:00:00+00:00,13598.775242646305,14091.36734179202
70,9372.132327479998,128898973.74063483,13753.430834804858,51546.0,13615.91971202081,2018-01-12 16:00:00+00:00,13381.336503030527,13822.361359071489
71,8213.211227569998,113320082.34467608,13797.293069035499,44829.0,13753.11281882603,2018-01-12 20:00:00+00:00,13548.287095576929,13965.484830501224
72,11221.516269609998,158672221.16907206,14139.99831723157,55198.0,13804.043225157131,2018-01-13 00:00:00+00:00,13764.342793618373,14286.57666049514
73,7378.229449439998,105916533.2572422,14355.27777809637,40326.0,14139.87719975187,2018-01-13 04:00:00+00:00,14026.471002131866,14395.112090506176
74,6426.818130479998,91696055.6274522,14267.722186282515,37861.0,14354.254981257262,2018-01-13 08:00:00+00:00,14049.560433936622,14362.774377236132
75,10593.358969349996,151029223.78819346,14256.972148793382,50932.0,14260.466741323598,2018-01-13 12:00:00+00:00,14127.069767077737,14581.206530481531
76,6343.064035099998,89405371.66622019,14094.981726731176,37019.0,14256.578891394041,2018-01-13 16:00:00+00:00,13998.30404534285,14396.953478760062
77,4305.021963339998,61125676.66584288,14198.69101397552,28624.0,14097.927154440127,2018-01-13 20:00:00+00:00,14032.145413005364,14368.56541658067
78,3866.1986848799997,54996553.98569734,14224.968365122792,26384.0,14190.193140693167,2018-01-14 00:00:00+00:00,14147.995984809211,14395.72876244116
79,8681.429967559998,119093276.14000684,13718.163549671437,43433.0,14221.099617177382,2018-01-14 04:00:00+00:00,13537.241301234486,14265.046912019838
80,8007.865940150001,107899809.55466793,13474.227760691856,40747.0,13716.95980946602,2018-01-14 08:00:00+00:00,13249.57023020665,13807.447305711326
81,14835.724332819998,194267122.93780547,13094.54925015305,64907.0,13465.875674257708,2018-01-14 12:00:00+00:00,12888.298044422769,13579.355908062316
82,8610.17664708,114276885.14971139,13272.304371184593,45018.0,13103.565330406112,2018-01-14 16:00:00+00:00,12949.332407908752,13596.021929018665
83,8096.30101402,109850756.36112407,13568.017810960888,33266.0,13273.796012509692,2018-01-14 20:00:00+00:00,13248.926426967744,13701.21597509334
84,6343.9773105799995,85430551.77027747,13466.402477165695,34426.0,13567.914622791204,2018-01-15 00:00:00+00:00,13309.412840149736,13773.51696668947
85,5680.56206897,77246096.35884161,13598.31921928949,28391.0,13468.154479931214,2018-01-15 04:00:00+00:00,13459.749312992948,13827.968807601967
86,8563.530962559998,118012204.86800487,13780.788016527014,44478.0,13615.969053559018,2018-01-15 08:00:00+00:00,13541.846068683626,13856.804589749883
87,13027.840067899995,183424235.7925499,14079.404938697311,56670.0,13780.477094491198,2018-01-15 12:00:00+00:00,13660.945556659983,14355.893012108632
88,7411.607756809998,102807292.90566085,13871.118963520237,37202.0,14074.991445320968,2018-01-15 16:00:00+00:00,13759.170743260445,14184.074808121844
89,9019.812575589996,122663239.20003362,13599.311312963737,38761.0,13874.611405816751,2018-01-15 20:00:00+00:00,13426.462461507552,13956.146405964451
90,31242.540684450774,443182189.86178213,14185.216059664164,102459.0,13594.552812908545,2018-01-16 00:00:00+00:00,12661.08063446529,14292.442746761193
91,13027.602037339997,161775607.402812,12417.911365355438,48453.0,12899.556699380495,2018-01-16 04:00:00+00:00,12362.971728940041,13211.06167227964
92,55752.42694136998,677721839.5981846,12155.916374920973,183169.0,12404.78958739025,2018-01-16 08:00:00+00:00,10956.804414744336,12588.069006113337
93,26541.015042239997,319757966.8464196,12047.691708004577,98565.0,12138.802915417522,2018-01-16 12:00:00+00:00,11388.057955200049,12184.536054344142
94,37451.483636777004,423071297.95551205,11296.516369248988,131617.0,12040.200899560326,2018-01-16 16:00:00+00:00,10805.271604572741,12085.96265141884
95,60189.735067743386,671714644.7536293,11159.95350365999,217663.0,11305.647387781954,2018-01-16 20:00:00+00:00,9886.732311037636,11498.355115680675
96,37309.466399148296,397361795.8749779,10650.428275330383,155636.0,11162.530234787746,2018-01-17 00:00:00+00:00,10171.641364858966,11574.550234946368
97,24354.045345653896,267009778.67193308,10963.6725596219,109006.0,10653.074327906372,2018-01-17 04:00:00+00:00,10320.545611555739,11284.717883212548
98,42407.526078588795,422264919.0552548,9957.310838475269,141751.0,10898.01434835631,2018-01-17 08:00:00+00:00,9717.785932557716,10927.891100792694
99,48451.2303489598,460312574.9283545,9500.534281855176,143255.0,9961.815527207513,2018-01-17 12:00:00+00:00,9202.279824280053,10533.307221551697
100,36439.1394081678,381325402.62250316,10464.720320398934,119419.0,9520.026868381168,2018-01-17 16:00:00+00:00,9491.543980152506,10625.164112111706
101,45674.135971122996,507205510.17679846,11104.873675059205,161474.0,10481.399417676195,2018-01-17 20:00:00+00:00,10350.286133459947,11555.121721945003
102,31626.542646831993,355557830.2241526,11242.386946768227,112530.0,11105.98893141184,2018-01-18 00:00:00+00:00,10782.222567160257,11705.162411248693
103,23529.023565074098,248769374.5505326,10572.872854774974,94038.0,11243.910787582696,2018-01-18 04:00:00+00:00,10529.790900556036,11474.600044637224
104,20790.6648339491,238723926.6777703,11482.265169700477,86606.0,10570.376465550333,2018-01-18 08:00:00+00:00,10543.48439178557,11606.46154629111
105,29404.570463934906,347946355.38763815,11833.070502233622,101295.0,11521.1654179216,2018-01-18 12:00:00+00:00,11382.272471641994,11951.324672155983
106,21604.5650397097,252334257.207418,11679.67310351408,86404.0,11837.877082862193,2018-01-18 16:00:00+00:00,11192.272871964928,11841.01662063092
107,24131.9052244387,267663179.75948125,11091.672094270254,89697.0,11684.03792232511,2018-01-18 20:00:00+00:00,10862.422888763795,11882.244752115696
108,17311.9061818192,189813593.89826524,10964.338178865924,68448.0,11094.222980172646,2018-01-19 00:00:00+00:00,10709.412115461559,11457.3728710921
109,11831.9401678827,132018065.64020188,11157.769881101945,49435.0,10980.685458808768,2018-01-19 04:00:00+00:00,10840.494248579353,11464.250270039349
110,15917.096805412897,184902149.47167653,11616.575040794953,60590.0,11124.16881679468,2018-01-19 08:00:00+00:00,10977.239838250396,11773.126063975176
111,13058.693185798798,149949037.0186981,11482.69852773371,53558.0,11624.978435377292,2018-01-19 12:00:00+00:00,11361.47336373124,11917.597806541624
112,14949.122276886004,167592365.24274993,11210.849850487708,54590.0,11487.953158488226,2018-01-19 16:00:00+00:00,11017.069528420438,11669.40751926852
113,9518.5821085831,109316090.24856868,11484.49306856282,37916.0,11204.5438266936,2018-01-19 20:00:00+00:00,11108.189120104335,11499.773390263097
114,9940.309705884898,116467832.59409879,11716.720709933925,41451.0,11471.191411648007,2018-01-20 00:00:00+00:00,11425.809565640116,11822.23458321486
115,24320.284198344296,306638795.1645528,12608.355752085681,85094.0,11714.633259183172,2018-01-20 04:00:00+00:00,11557.54951239778,12740.259841765945
116,11593.998242165,142736399.52465937,12311.231772103974,50277.0,12606.771411733289,2018-01-20 08:00:00+00:00,12286.616279416989,12770.12176843963
117,9062.808488185998,113581854.12179872,12532.74349445435,43596.0,12310.844658580218,2018-01-20 12:00:00+00:00,12266.69525218736,12703.56165399551
118,15794.3127440146,201481347.12418514,12756.575761774653,61239.0,12526.12213234192,2018-01-20 16:00:00+00:00,12520.011083204943,13088.3456267338
119,6749.333265418699,86005572.46886991,12742.82497050981,36986.0,12748.97627813478,2018-01-20 20:00:00+00:00,12591.89120679924,12952.877388063021
120,10469.0405087687,130528099.79344857,12468.009812754124,46294.0,12741.065809840951,2018-01-21 00:00:00+00:00,12313.51759382861,12745.223098691486
121,19035.26038957,226696517.3952788,11909.294265262204,69983.0,12462.778706094554,2018-01-21 04:00:00+00:00,11673.709258740711,12486.698736127697
122,11739.60647799,142511899.25273058,12139.410253650238,47303.0,11921.662002545603,2018-01-21 08:00:00+00:00,11616.867369017771,12145.426642881479
123,12192.718705809999,140078790.67166284,11488.724873552062,46022.0,12130.35279131184,2018-01-21 12:00:00+00:00,11431.559764757661,12229.75002654965
124,16461.93251827,188465493.2623157,11448.56431972069,63060.0,11492.40505534403,2018-01-21 16:00:00+00:00,11156.814319515575,11597.081252573922
125,11830.209442149997,136258011.71270177,11517.802147037773,47872.0,11445.640064898103,2018-01-21 20:00:00+00:00,11020.378910187837,11518.666783743138
126,8900.015196219998,102251956.25613807,11488.964232282027,38880.0,11518.561448981645,2018-01-22 00:00:00+00:00,11221.312486010203,11716.865025509063
127,9568.746935019997,112422638.11975884,11748.94047080616,41319.0,11491.407352763334,2018-01-22 04:00:00+00:00,11343.79942550213,11796.935353110504
128,10146.417459559998,114431408.26334286,11278.011053598539,40034.0,11747.781232661797,2018-01-22 08:00:00+00:00,11271.680979878465,11899.605131569055
129,29079.777374610698,301541070.2286208,10369.44218465351,100578.0,11274.505712762759,2018-01-22 12:00:00+00:00,10180.494738232725,11364.944108393594
130,15992.9790712556,169012539.03705835,10567.920978576587,61177.0,10364.47897967871,2018-01-22 16:00:00+00:00,10294.836081951862,10726.185318744881
131,24779.2842724399,267056305.39704177,10777.401899943818,74266.0,10564.353582218346,2018-01-22 20:00:00+00:00,10001.95514996871,10889.41413906604
132,11943.092665075601,129657467.0217097,10856.272379168462,44470.0,10778.05808944715,2018-01-23 00:00:00+00:00,10603.917130976391,10986.490999927726
133,13891.682262263497,142535802.55218336,10260.514159568656,54994.0,10856.131985107904,2018-01-23 04:00:00+00:00,10135.096090551744,10941.612612193472
134,17232.0566033658,174936470.76640093,10151.804557804899,55682.0,10260.254606028375,2018-01-23 08:00:00+00:00,9903.596757660565,10731.171864377455
135,15672.584965227401,168558952.31965885,10755.019206700032,58388.0,10149.631004003084,2018-01-23 12:00:00+00:00,10013.24596642484,10795.450264168176
136,18208.4006358383,200477588.15187237,11010.17009463679,68514.0,10747.293155748332,2018-01-23 16:00:00+00:00,10738.646799639771,11415.005071203528
137,11954.975747033399,129248569.3886951,10811.278259662538,40972.0,11007.005673430562,2018-01-23 20:00:00+00:00,10743.131056027989,11218.811636181172
138,10975.5371386602,118662620.3029123,10811.554715161541,38001.0,10810.013864019013,2018-01-24 00:00:00+00:00,10522.450748922387,10898.454109347505
139,10064.8685510307,110059163.85507376,10934.982736938286,40918.0,10810.522664953209,2018-01-24 04:00:00+00:00,10436.501040019128,11102.410406215822
140,9795.343460915501,108201425.02057621,11046.21042154487,41017.0,10935.364512044727,2018-01-24 08:00:00+00:00,10756.678047752728,11184.646133689002
141,17797.553607681803,196978567.0684127,11067.732757573634,66311.0,11044.227725526953,2018-01-24 12:00:00+00:00,10971.303345616469,11536.800223484333
142,10147.0898906753,113777029.4861928,11212.774372950866,44477.0,11065.260685847443,2018-01-24 16:00:00+00:00,10863.236113628082,11246.55640565003
143,7265.7828829392,82662752.80858414,11376.991872780112,32519.0,11207.271818501054,2018-01-24 20:00:00+00:00,11062.391494973117,11410.863618472822
144,11602.5930600522,134975647.04840502,11633.23115357092,45061.0,11384.983910701996,2018-01-25 00:00:00+00:00,11259.169299040346,11731.168614151666
145,6894.538057187399,78621282.67219295,11403.415576222984,37123.0,11623.079196956349,2018-01-25 04:00:00+00:00,11357.501630953939,11643.198544095949
146,7230.986539931501,80734959.69104826,11165.13759847395,36545.0,11403.132040842898,2018-01-25 08:00:00+00:00,11134.891877145083,11445.500327759897
147,8565.278998515601,93973890.4321467,10971.492049287917,41768.0,11167.783987719344,2018-01-25 12:00:00+00:00,10900.349306732014,11298.484956632241
148,9383.379126922198,105344043.32940038,11226.663860053774,37937.0,10974.09206650505,2018-01-25 16:00:00+00:00,10860.81122572802,11285.731943214969
149,5834.111084947702,64993623.660117865,11140.278735488027,25530.0,11222.87167628554,2018-01-25 20:00:00+00:00,11061.742848018395,11382.05549061748
150,8119.8369445374,93591481.67164908,11526.275996787414,32004.0,11147.96946393176,2018-01-26 00:00:00+00:00,11125.768067645287,11676.66957892198
151,7503.5060077601,82708090.24647081,11022.59266014239,29611.0,11525.894884356527,2018-01-26 04:00:00+00:00,11014.47553791466,11557.763267715714
152,27890.6797688488,292757775.80219084,10496.616727469405,87126.0,11023.234735988244,2018-01-26 08:00:00+00:00,10282.042112524568,11036.217561056292
153,16203.3833858482,178674642.72566113,11026.995934794271,51957.0,10491.881082520053,2018-01-26 12:00:00+00:00,10366.888339856217,11038.039723933145
154,10522.093555988598,114860046.42600933,10916.082984325614,38987.0,11029.3880376943,2018-01-26 16:00:00+00:00,10861.145375481032,11241.667605032133
155,7663.351783581898,84905311.8714282,11079.396361958858,35974.0,10917.381587300062,2018-01-26 20:00:00+00:00,10754.94264372591,11160.666670980505
156,6631.765236583399,72991910.03016461,11006.407408319103,32716.0,11079.768933422742,2018-01-27 00:00:00+00:00,10869.688568982709,11244.017017156373
157,11097.572272809995,124575580.10132538,11225.48040588537,42141.0,11007.840323274828,2018-01-27 04:00:00+00:00,10990.535527062177,11443.970247391806
158,8981.281320979999,98326137.64051095,10947.896422175763,40878.0,11223.238437399226,2018-01-27 08:00:00+00:00,10813.96277886964,11364.34027835611
159,11262.862994889996,129606730.03683683,11507.440878543928,40620.0,10947.268316452708,2018-01-27 12:00:00+00:00,10893.49311120261,11529.989815799594
160,9332.692225409999,107405704.91879436,11508.544621921877,41838.0,11506.545544682329,2018-01-27 16:00:00+00:00,11381.59551975094,11583.958182800678
161,8277.949059989998,94909922.44921829,11465.390975640163,35598.0,11501.925610940212,2018-01-27 20:00:00+00:00,11361.421256522499,11662.887172366125
162,5706.8301301699985,65754200.1982529,11522.01812537465,28978.0,11462.47374464469,2018-01-28 00:00:00+00:00,11394.154372069816,11628.380045021344
163,14100.542809550001,168096187.5208271,11921.256492833674,56213.0,11525.597717496412,2018-01-28 04:00:00+00:00,11523.037983237213,12154.398157451127
164,8240.26688193,98410730.99504517,11942.663072096499,31360.0,11912.069258838092,2018-01-28 08:00:00+00:00,11770.724850238856,12008.976732782212
165,10303.27033636,120697572.80327412,11714.491502502387,40241.0,11946.410093817802,2018-01-28 12:00:00+00:00,11637.743588554102,12024.30518397437
166,6073.6819287399985,71839478.72493798,11827.994874904696,26962.0,11728.44060753917,2018-01-28 16:00:00+00:00,11683.41994690388,11849.187662349457
167,5124.503956469999,60433772.46878463,11793.09704551663,25273.0,11827.120611486791,2018-01-28 20:00:00+00:00,11760.15165060296,11932.272525649676
168,10546.16232502,121569975.285584,11527.413625823692,40879.0,11805.368929053808,2018-01-29 00:00:00+00:00,11389.151347638548,11943.333566237738
169,6996.547626239998,78897749.02356015,11276.668614054794,30298.0,11522.370241986562,2018-01-29 04:00:00+00:00,11229.156046010208,11650.196685867804
170,8083.341688930001,90576119.23013403,11205.281517936633,31477.0,11269.343027371471,2018-01-29 08:00:00+00:00,11073.619782055717,11456.654979727211
171,4952.342916369999,56325801.810351335,11373.566564658933,23918.0,11194.177017450247,2018-01-29 12:00:00+00:00,11161.016699248335,11392.119333410996
172,5676.496840899998,63641494.312599115,11211.40310588262,23145.0,11363.861143729273,2018-01-29 16:00:00+00:00,11191.712563412417,11424.066461579341
173,5969.559679731099,66911569.10776471,11208.794734887175,23501.0,11209.29783076028,2018-01-29 20:00:00+00:00,11060.055752481063,11321.427478987127
174,12232.0958970148,133910298.92523879,10947.45332710473,41888.0,11204.498164790488,2018-01-30 00:00:00+00:00,10787.792126110697,11243.993818492443
175,5839.1871507797,64636577.642088436,11069.447848311831,23747.0,10947.636023007895,2018-01-30 04:00:00+00:00,10894.493244771958,11092.588191108227
176,8359.441275568397,91664082.8536517,10965.336059187644,31971.0,11070.524804101773,2018-01-30 08:00:00+00:00,10823.436419978509,11138.204788483448
177,25491.3805926484,262936792.26925683,10314.733300286083,70621.0,10982.595900094013,2018-01-30 12:00:00+00:00,10217.197061838786,11030.818264004787
178,33699.0115811124,346190764.2234312,10273.024281147285,95265.0,10308.060841078983,2018-01-30 16:00:00+00:00,9824.868849974475,10468.47774436713
179,19203.492094732406,194101034.4890713,10107.590511744163,67376.0,10263.188558810898,2018-01-30 20:00:00+00:00,9956.475334162491,10412.780386620332
180,27845.2431165402,276963120.09962374,9946.514704161673,90700.0,10112.107832239484,2018-01-31 00:00:00+00:00,9690.178192635243,10169.230385209232
181,12314.630238796899,125914713.98653893,10224.806717285603,44926.0,9958.84422314851,2018-01-31 04:00:00+00:00,9741.072923011434,10242.469956462053
182,9829.7221295207,100879840.59717783,10262.735738400446,39575.0,10230.915479588755,2018-01-31 08:00:00+00:00,9988.877602592689,10349.701194346055
183,13079.800685559198,130702822.11756155,9992.722768464238,47075.0,10263.326153405278,2018-01-31 12:00:00+00:00,9869.465071764364,10374.179345594684
184,9659.301198498499,96881159.9180659,10029.831136555273,39267.0,9995.149059616177,2018-01-31 16:00:00+00:00,9820.553749558843,10113.478602112113
185,8324.443441121399,84715533.16187644,10176.720373087703,31862.0,10031.088921752496,2018-01-31 20:00:00+00:00,9991.036890033705,10196.544650882459
186,9262.942191209198,92500202.89715686,9986.049895133994,38458.0,10196.575138049733,2018-02-01 00:00:00+00:00,9920.503922739257,10252.511981141939
187,9580.978820778997,96571498.81041928,10079.502378293262,29760.0,9993.097407177365,2018-02-01 04:00:00+00:00,9962.206584777306,10253.113897807318
188,32694.043894293303,312417659.6326828,9555.79739975864,113380.0,10087.84439584743,2018-02-01 08:00:00+00:00,9459.11808527235,10090.644193294722
189,38258.264709702984,355027553.74458665,9279.761025192167,135482.0,9554.725715291512,2018-02-01 12:00:00+00:00,9197.109582848017,9660.211644640367
190,41783.466973891904,372695083.0084399,8919.678284267691,150165.0,9277.137424096292,2018-02-01 16:00:00+00:00,8877.255695319234,9285.377712770642
191,30637.375869032883,278948991.1296054,9104.859121161113,95430.0,8879.168841407782,2018-02-01 20:00:00+00:00,8692.378093227733,9401.474934393844
192,29844.458998171496,261867349.47849488,8774.404303811938,87274.0,9114.81887655372,2018-02-02 00:00:00+00:00,8705.597496639288,9136.649969442042
